PARTICLE_SIMULATION_DATA_2D
Width: 1000
Height: 1000
NumBalls: 2000
Ball_111 Red 3.07822
Ball_112 Red 3.06552
Ball_113 Red 1.31053
Ball_114 Red 2.96264
Ball_115 Red 3.40078
Ball_116 Red 1.65625
Ball_117 Red 1.75909
Ball_118 Red 2.15653
Ball_119 Red 3.85507
Ball_120 Red 3.6086
Ball_121 Red 1.90776
Ball_122 Red 3.95465
Ball_123 Red 1.2405
Ball_124 Red 2.88244
Ball_125 Red 3.53416
Ball_126 Red 1.20192
Ball_127 Red 2.33234
Ball_128 Red 3.75831
Ball_129 Red 1.94666
Ball_130 Red 1.29089
Ball_131 Red 2.14274
Ball_132 Red 3.94859
Ball_133 Red 3.80812
Ball_134 Red 3.7938
Ball_135 Red 2.30669
Ball_136 Red 1.30579
Ball_137 Red 1.64957
Ball_138 Red 2.98769
Ball_139 Red 2.44302
Ball_140 Red 2.2173
Ball_141 Red 3.50385
Ball_142 Red 3.63998
Ball_143 Red 2.3606
Ball_144 Red 2.71815
Ball_145 Red 1.36689
Ball_146 Red 3.20502
Ball_147 Red 3.94205
Ball_148 Red 1.9879
Ball_149 Red 1.48249
Ball_150 Red 3.51977
Ball_151 Red 2.38469
Ball_152 Red 2.78231
Ball_153 Red 2.42263
Ball_154 Red 3.94807
Ball_155 Red 3.75095
Ball_156 Red 1.90564
Ball_157 Red 3.04095
Ball_158 Red 3.96556
Ball_159 Red 2.58618
Ball_160 Red 3.45167
Ball_161 Red 3.08086
Ball_162 Red 2.89164
Ball_163 Red 2.7374
Ball_164 Red 1.01129
Ball_165 Red 3.75093
Ball_166 Red 2.07934
Ball_167 Red 3.15781
Ball_168 Red 1.17665
Ball_169 Red 3.88239
Ball_170 Red 1.86947
Ball_171 Red 2.179
Ball_172 Red 3.63149
Ball_173 Red 1.04612
Ball_174 Red 3.55024
Ball_175 Red 3.96021
Ball_176 Red 1.63067
Ball_177 Red 3.39751
Ball_178 Red 3.85263
Ball_179 Red 3.5223
Ball_180 Red 1.28252
Ball_181 Red 3.84866
Ball_182 Red 2.31055
Ball_183 Red 3.79241
Ball_184 Red 1.15197
Ball_185 Red 2.11382
Ball_186 Red 1.28561
Ball_187 Red 3.60458
Ball_188 Red 1.62551
Ball_189 Red 2.39985
Ball_190 Red 1.05745
Ball_191 Red 1.3719
Ball_192 Red 1.09783
Ball_193 Red 1.5482
Ball_194 Red 3.7159
Ball_195 Red 3.91254
Ball_196 Red 1.98812
Ball_197 Red 1.7223
Ball_198 Red 3.17902
Ball_199 Red 3.08794
Ball_200 Red 1.76182
Ball_201 Red 3.78644
Ball_202 Red 2.58052
Ball_203 Red 2.5549
Ball_204 Red 2.96779
Ball_205 Red 1.24592
Ball_206 Red 2.26376
Ball_207 Red 2.2035
Ball_208 Red 3.4517
Ball_209 Red 3.05729
Ball_210 Red 1.26173
Ball_211 Red 3.37928
Ball_212 Red 2.91769
Ball_213 Red 2.81731
Ball_214 Red 2.23128
Ball_215 Red 3.48155
Ball_216 Red 2.28616
Ball_217 Red 2.31018
Ball_218 Red 1.12184
Ball_219 Red 3.69958
Ball_220 Red 1.00421
Ball_221 Red 1.8831
Ball_222 Red 3.15647
Ball_223 Red 2.62137
Ball_224 Red 1.385
Ball_225 Red 1.53863
Ball_226 Red 2.72111
Ball_227 Red 2.73401
Ball_228 Red 2.80477
Ball_229 Red 2.77049
Ball_230 Red 3.88188
Ball_231 Red 2.19807
Ball_232 Red 2.44896
Ball_233 Red 2.56632
Ball_234 Red 2.9934
Ball_235 Red 3.2894
Ball_236 Red 2.17973
Ball_237 Red 2.45929
Ball_238 Red 1.86807
Ball_239 Red 1.24167
Ball_240 Red 2.37241
Ball_241 Red 1.63464
Ball_242 Red 1.79833
Ball_243 Red 2.67371
Ball_244 Red 1.36081
Ball_245 Red 3.81658
Ball_246 Red 2.32232
Ball_247 Red 2.30642
Ball_248 Red 2.35579
Ball_249 Red 3.97414
Ball_250 Red 2.39432
Ball_251 Red 2.54361
Ball_252 Red 3.26263
Ball_253 Red 2.00693
Ball_254 Red 2.59565
Ball_255 Red 3.69024
Ball_256 Red 3.61766
Ball_257 Red 2.79249
Ball_258 Red 1.13387
Ball_259 Red 1.0185
Ball_260 Red 1.16955
Ball_261 Red 2.80518
Ball_262 Red 2.48459
Ball_263 Red 3.90352
Ball_264 Red 1.56139
Ball_265 Red 3.15852
Ball_266 Red 3.0911
Ball_267 Red 3.61332
Ball_268 Red 2.42441
Ball_269 Red 3.527
Ball_270 Red 1.13663
Ball_271 Red 2.23457
Ball_272 Red 3.29126
Ball_273 Red 1.21627
Ball_274 Red 3.52068
Ball_275 Red 2.20218
Ball_276 Red 2.96999
Ball_277 Red 2.51293
Ball_278 Red 1.96889
Ball_279 Red 1.27645
Ball_280 Red 3.15372
Ball_281 Red 3.76042
Ball_282 Red 2.39901
Ball_283 Red 3.3016
Ball_284 Red 2.13445
Ball_285 Red 2.53193
Ball_286 Red 1.6478
Ball_287 Red 1.38293
Ball_288 Red 3.83809
Ball_289 Red 2.0912
Ball_290 Red 2.7383
Ball_291 Red 3.41846
Ball_292 Red 2.64964
Ball_293 Red 2.05925
Ball_294 Red 1.07197
Ball_295 Red 2.29905
Ball_296 Red 1.58004
Ball_297 Red 2.47512
Ball_298 Red 1.62905
Ball_299 Red 3.55512
Ball_300 Red 1.12981
Ball_301 Red 2.04159
Ball_302 Red 1.02603
Ball_303 Red 1.21265
Ball_304 Red 3.80295
Ball_305 Red 2.65258
Ball_306 Red 3.54503
Ball_307 Red 2.0389
Ball_308 Red 3.56429
Ball_309 Red 3.76389
Ball_310 Red 1.00104
Ball_311 Red 1.43031
Ball_312 Red 2.85779
Ball_313 Red 1.88548
Ball_314 Red 1.46708
Ball_315 Red 2.76407
Ball_316 Red 3.80734
Ball_317 Red 2.35808
Ball_318 Red 2.72239
Ball_319 Red 3.55613
Ball_320 Red 1.29225
Ball_321 Red 3.27902
Ball_322 Red 2.83702
Ball_323 Red 1.13322
Ball_324 Red 2.68359
Ball_325 Red 2.84073
Ball_326 Red 2.69694
Ball_327 Red 3.92285
Ball_328 Red 2.59439
Ball_329 Red 1.77957
Ball_330 Red 1.45701
Ball_331 Red 2.53312
Ball_332 Red 1.48215
Ball_333 Red 3.38316
Ball_334 Red 3.39163
Ball_335 Red 2.02021
Ball_336 Red 1.43806
Ball_337 Red 2.75274
Ball_338 Red 2.80627
Ball_339 Red 2.4334
Ball_340 Red 3.56911
Ball_341 Red 1.31387
Ball_342 Red 3.52809
Ball_343 Red 2.28569
Ball_344 Red 2.10863
Ball_345 Red 3.92295
Ball_346 Red 3.06198
Ball_347 Red 1.75441
Ball_348 Red 3.62573
Ball_349 Red 1.89344
Ball_350 Red 3.71415
Ball_351 Red 1.1731
Ball_352 Red 3.31787
Ball_353 Red 2.65092
Ball_354 Red 1.95838
Ball_355 Red 2.33362
Ball_356 Red 1.74974
Ball_357 Red 2.82499
Ball_358 Red 2.05893
Ball_359 Red 3.71705
Ball_360 Red 1.58506
Ball_361 Red 3.52549
Ball_362 Red 2.88782
Ball_363 Red 3.78966
Ball_364 Red 1.73843
Ball_365 Red 2.73735
Ball_366 Red 1.69592
Ball_367 Red 3.49378
Ball_368 Red 1.95871
Ball_369 Red 3.90318
Ball_370 Red 3.89473
Ball_371 Red 2.81689
Ball_372 Red 1.0874
Ball_373 Red 1.60636
Ball_374 Red 1.41475
Ball_375 Red 1.90395
Ball_376 Red 2.59813
Ball_377 Red 3.66615
Ball_378 Red 2.91511
Ball_379 Red 1.14964
Ball_380 Red 3.52869
Ball_381 Red 1.70501
Ball_382 Red 1.88003
Ball_383 Red 2.98477
Ball_384 Red 3.64052
Ball_385 Red 2.70028
Ball_386 Red 3.82996
Ball_387 Red 3.10474
Ball_388 Red 1.30518
Ball_389 Red 1.12018
Ball_390 Red 1.47486
Ball_391 Red 3.12248
Ball_392 Red 2.2402
Ball_393 Red 1.15258
Ball_394 Red 1.75476
Ball_395 Red 1.98801
Ball_396 Red 3.34456
Ball_397 Red 2.26466
Ball_398 Red 1.21791
Ball_399 Red 3.14106
Ball_400 Red 3.07351
Ball_401 Red 1.14653
Ball_402 Red 2.49776
Ball_403 Red 3.45253
Ball_404 Red 3.20355
Ball_405 Red 3.02633
Ball_406 Red 1.97109
Ball_407 Red 1.97472
Ball_408 Red 3.49387
Ball_409 Red 2.55265
Ball_410 Red 3.46218
Ball_411 Red 2.05293
Ball_412 Red 2.99388
Ball_413 Red 2.31987
Ball_414 Red 2.30697
Ball_415 Red 3.21847
Ball_416 Red 3.36376
Ball_417 Red 3.01277
Ball_418 Red 3.91103
Ball_419 Red 1.79168
Ball_420 Red 3.00167
Ball_421 Red 2.50401
Ball_422 Red 1.79125
Ball_423 Red 1.12834
Ball_424 Red 2.39541
Ball_425 Red 1.63327
Ball_426 Red 1.22178
Ball_427 Red 3.22766
Ball_428 Red 3.35226
Ball_429 Red 2.42724
Ball_430 Red 1.35552
Ball_431 Red 2.28133
Ball_432 Red 2.14628
Ball_433 Red 1.9899
Ball_434 Red 2.91585
Ball_435 Red 1.99988
Ball_436 Red 1.84919
Ball_437 Red 2.11124
Ball_438 Red 2.71208
Ball_439 Red 1.12437
Ball_440 Red 1.73074
Ball_441 Red 2.5232
Ball_442 Red 3.80402
Ball_443 Red 1.22885
Ball_444 Red 2.91666
Ball_445 Red 1.17035
Ball_446 Red 1.17804
Ball_447 Red 3.39738
Ball_448 Red 2.89581
Ball_449 Red 1.68236
Ball_450 Red 1.47145
Ball_451 Red 3.69953
Ball_452 Red 1.4381
Ball_453 Red 3.14111
Ball_454 Red 3.84477
Ball_455 Red 3.89035
Ball_456 Red 2.34226
Ball_457 Red 3.69377
Ball_458 Red 3.66794
Ball_459 Red 2.42575
Ball_460 Red 1.75539
Ball_461 Red 1.50317
Ball_462 Red 3.80377
Ball_463 Red 2.84964
Ball_464 Red 3.43547
Ball_465 Red 3.5905
Ball_466 Red 2.02282
Ball_467 Red 3.08301
Ball_468 Red 3.2892
Ball_469 Red 3.40226
Ball_470 Red 2.41365
Ball_471 Red 3.86082
Ball_472 Red 3.61916
Ball_473 Red 3.04242
Ball_474 Red 3.34223
Ball_475 Red 3.05882
Ball_476 Red 3.47843
Ball_477 Red 1.11264
Ball_478 Red 3.07587
Ball_479 Red 3.17414
Ball_480 Red 3.40767
Ball_481 Red 3.09398
Ball_482 Red 2.85898
Ball_483 Red 3.53552
Ball_484 Red 3.13245
Ball_485 Red 1.12632
Ball_486 Red 3.17843
Ball_487 Red 1.16881
Ball_488 Red 1.23016
Ball_489 Red 2.70636
Ball_490 Red 3.32726
Ball_491 Red 3.8975
Ball_492 Red 2.94109
Ball_493 Red 2.72758
Ball_494 Red 2.16937
Ball_495 Red 2.37989
Ball_496 Red 2.64848
Ball_497 Red 2.02996
Ball_498 Red 3.71412
Ball_499 Red 3.73379
Ball_500 Red 2.24017
Ball_501 Red 2.17121
Ball_502 Red 3.82728
Ball_503 Red 3.88826
Ball_504 Red 2.63868
Ball_505 Red 3.07504
Ball_506 Red 1.30673
Ball_507 Red 3.44473
Ball_508 Red 2.41436
Ball_509 Red 2.93601
Ball_510 Red 3.82284
Ball_511 Red 1.61475
Ball_512 Red 3.10223
Ball_513 Red 3.71094
Ball_514 Red 3.50965
Ball_515 Red 1.96948
Ball_516 Red 2.07004
Ball_517 Red 2.13905
Ball_518 Red 1.6305
Ball_519 Red 2.55004
Ball_520 Red 1.19432
Ball_521 Red 2.10981
Ball_522 Red 1.1897
Ball_523 Red 1.64006
Ball_524 Red 1.71209
Ball_525 Red 3.57511
Ball_526 Red 3.34691
Ball_527 Red 3.88579
Ball_528 Red 1.76561
Ball_529 Red 2.38962
Ball_530 Red 3.66352
Ball_531 Red 3.66063
Ball_532 Red 2.57484
Ball_533 Red 2.45556
Ball_534 Red 1.1739
Ball_535 Red 1.50856
Ball_536 Red 1.90727
Ball_537 Red 3.56956
Ball_538 Red 3.39506
Ball_539 Red 3.29216
Ball_540 Red 3.63613
Ball_541 Red 2.61016
Ball_542 Red 3.91279
Ball_543 Red 1.16031
Ball_544 Red 2.21919
Ball_545 Red 3.15039
Ball_546 Red 1.97925
Ball_547 Red 3.31029
Ball_548 Red 3.93482
Ball_549 Red 1.3216
Ball_550 Red 3.3573
Ball_551 Red 1.01004
Ball_552 Red 3.80613
Ball_553 Red 3.98773
Ball_554 Red 2.40914
Ball_555 Red 1.85597
Ball_556 Red 3.74484
Ball_557 Red 3.17537
Ball_558 Red 3.80642
Ball_559 Red 1.98442
Ball_560 Red 2.01018
Ball_561 Red 3.46269
Ball_562 Red 2.24351
Ball_563 Red 1.10663
Ball_564 Red 2.5988
Ball_565 Red 1.72826
Ball_566 Red 1.29277
Ball_567 Red 1.75372
Ball_568 Red 2.36202
Ball_569 Red 3.8547
Ball_570 Red 1.26274
Ball_571 Red 1.26971
Ball_572 Red 2.03772
Ball_573 Red 3.91809
Ball_574 Red 1.65126
Ball_575 Red 1.59625
Ball_576 Red 1.27349
Ball_577 Red 3.81499
Ball_578 Red 3.31664
Ball_579 Red 2.80937
Ball_580 Red 2.6934
Ball_581 Red 2.77356
Ball_582 Red 2.4043
Ball_583 Red 3.91074
Ball_584 Red 1.51725
Ball_585 Red 2.90346
Ball_586 Red 2.80538
Ball_587 Red 2.05026
Ball_588 Red 3.04228
Ball_589 Red 3.54112
Ball_590 Red 2.93008
Ball_591 Red 2.75869
Ball_592 Red 2.6911
Ball_593 Red 3.51293
Ball_594 Red 1.59643
Ball_595 Red 3.80707
Ball_596 Red 3.94897
Ball_597 Red 2.85663
Ball_598 Red 3.88756
Ball_599 Red 2.07639
Ball_600 Red 1.61933
Ball_601 Red 3.03022
Ball_602 Red 2.94491
Ball_603 Red 3.54051
Ball_604 Red 3.1409
Ball_605 Red 1.46707
Ball_606 Red 1.44942
Ball_607 Red 3.47318
Ball_608 Red 3.59865
Ball_609 Red 3.90328
Ball_610 Red 1.61169
Ball_611 Red 2.81175
Ball_612 Red 1.24482
Ball_613 Red 3.62829
Ball_614 Red 1.75534
Ball_615 Red 2.40947
Ball_616 Red 3.19675
Ball_617 Red 1.94224
Ball_618 Red 3.64926
Ball_619 Red 1.69028
Ball_620 Red 3.62978
Ball_621 Red 1.22958
Ball_622 Red 2.54821
Ball_623 Red 2.67766
Ball_624 Red 3.11093
Ball_625 Red 1.78346
Ball_626 Red 3.10525
Ball_627 Red 3.07911
Ball_628 Red 2.70325
Ball_629 Red 1.3637
Ball_630 Red 2.1135
Ball_631 Red 1.4777
Ball_632 Red 2.2966
Ball_633 Red 3.14697
Ball_634 Red 2.75773
Ball_635 Red 1.49655
Ball_636 Red 2.23454
Ball_637 Red 3.22768
Ball_638 Red 3.86512
Ball_639 Red 1.9346
Ball_640 Red 1.20169
Ball_641 Red 3.23473
Ball_642 Red 2.91746
Ball_643 Red 2.43127
Ball_644 Red 3.63881
Ball_645 Red 3.903
Ball_646 Red 3.00336
Ball_647 Red 1.78617
Ball_648 Red 3.52847
Ball_649 Red 2.86372
Ball_650 Red 2.48288
Ball_651 Red 1.02871
Ball_652 Red 1.21401
Ball_653 Red 1.50399
Ball_654 Red 1.69959
Ball_655 Red 2.9027
Ball_656 Red 3.52092
Ball_657 Red 2.41778
Ball_658 Red 3.50882
Ball_659 Red 2.02737
Ball_660 Red 1.05441
Ball_661 Red 3.42332
Ball_662 Red 1.10517
Ball_663 Red 2.42939
Ball_664 Red 2.364
Ball_665 Red 2.20654
Ball_666 Red 1.12034
Ball_667 Red 2.14828
Ball_668 Red 1.34322
Ball_669 Red 3.6774
Ball_670 Red 3.675
Ball_671 Red 1.84177
Ball_672 Red 2.12557
Ball_673 Red 2.99153
Ball_674 Red 1.36625
Ball_675 Red 2.17501
Ball_676 Red 3.83844
Ball_677 Red 3.43951
Ball_678 Red 2.99019
Ball_679 Red 2.47178
Ball_680 Red 3.36942
Ball_681 Red 2.57604
Ball_682 Red 2.16414
Ball_683 Red 2.04811
Ball_684 Red 3.88561
Ball_685 Red 2.20548
Ball_686 Red 3.11226
Ball_687 Red 3.53309
Ball_688 Red 3.65477
Ball_689 Red 2.36635
Ball_690 Red 1.82421
Ball_691 Red 2.92074
Ball_692 Red 1.15027
Ball_693 Red 1.82583
Ball_694 Red 2.10997
Ball_695 Red 2.66785
Ball_696 Red 3.48416
Ball_697 Red 1.76944
Ball_698 Red 3.36259
Ball_699 Red 1.71023
Ball_700 Red 1.58678
Ball_701 Red 3.69011
Ball_702 Red 3.42273
Ball_703 Red 3.75552
Ball_704 Red 2.5893
Ball_705 Red 3.20181
Ball_706 Red 1.24263
Ball_707 Red 2.88147
Ball_708 Red 3.26538
Ball_709 Red 2.12926
Ball_710 Red 2.95096
Ball_711 Red 1.70365
Ball_712 Red 1.36888
Ball_713 Red 2.34229
Ball_714 Red 3.82279
Ball_715 Red 2.22474
Ball_716 Red 2.84564
Ball_717 Red 2.90645
Ball_718 Red 2.57924
Ball_719 Red 2.57747
Ball_720 Red 1.01054
Ball_721 Red 3.70745
Ball_722 Red 1.10514
Ball_723 Red 3.67522
Ball_724 Red 1.16589
Ball_725 Red 2.37026
Ball_726 Red 1.3733
Ball_727 Red 2.87608
Ball_728 Red 3.89171
Ball_729 Red 2.60954
Ball_730 Red 1.75354
Ball_731 Red 2.91599
Ball_732 Red 3.27765
Ball_733 Red 3.45815
Ball_734 Red 2.1145
Ball_735 Red 2.84794
Ball_736 Red 1.58358
Ball_737 Red 3.7292
Ball_738 Red 1.98684
Ball_739 Red 1.01758
Ball_740 Red 1.72565
Ball_741 Red 2.29476
Ball_742 Red 2.82415
Ball_743 Red 3.78651
Ball_744 Red 1.14868
Ball_745 Red 1.95753
Ball_746 Red 1.33085
Ball_747 Red 3.69323
Ball_748 Red 3.86599
Ball_749 Red 2.47846
Ball_750 Red 3.9795
Ball_751 Red 1.98326
Ball_752 Red 3.74612
Ball_753 Red 1.00622
Ball_754 Red 1.82227
Ball_755 Red 1.36276
Ball_756 Red 3.29064
Ball_757 Red 3.08329
Ball_758 Red 1.05667
Ball_759 Red 3.39054
Ball_760 Red 3.54843
Ball_761 Red 3.68256
Ball_762 Red 1.58235
Ball_763 Red 1.93804
Ball_764 Red 3.58954
Ball_765 Red 3.76239
Ball_766 Red 1.72382
Ball_767 Red 3.73346
Ball_768 Red 3.44834
Ball_769 Red 3.41734
Ball_770 Red 2.48266
Ball_771 Red 1.49557
Ball_772 Red 2.74088
Ball_773 Red 2.31416
Ball_774 Red 2.7318
Ball_775 Red 2.59622
Ball_776 Red 2.80215
Ball_777 Red 2.00422
Ball_778 Red 3.32886
Ball_779 Red 3.70038
Ball_780 Red 3.44603
Ball_781 Red 2.16602
Ball_782 Red 3.09159
Ball_783 Red 1.3923
Ball_784 Red 1.04922
Ball_785 Red 1.82585
Ball_786 Red 1.79888
Ball_787 Red 2.3085
Ball_788 Red 2.55027
Ball_789 Red 1.45278
Ball_790 Red 2.39398
Ball_791 Red 3.73661
Ball_792 Red 3.11651
Ball_793 Red 1.15638
Ball_794 Red 3.54839
Ball_795 Red 2.84574
Ball_796 Red 1.88758
Ball_797 Red 2.61955
Ball_798 Red 3.6087
Ball_799 Red 2.10964
Ball_800 Red 2.44166
Ball_801 Red 2.36122
Ball_802 Red 1.31363
Ball_803 Red 1.02596
Ball_804 Red 3.01636
Ball_805 Red 1.07157
Ball_806 Red 3.95934
Ball_807 Red 2.3793
Ball_808 Red 1.16001
Ball_809 Red 3.00649
Ball_810 Red 2.71467
Ball_811 Red 1.35614
Ball_812 Red 2.95334
Ball_813 Red 2.4272
Ball_814 Red 1.26994
Ball_815 Red 3.68548
Ball_816 Red 1.96247
Ball_817 Red 3.54862
Ball_818 Red 1.65474
Ball_819 Red 1.21454
Ball_820 Red 1.32666
Ball_821 Red 2.56683
Ball_822 Red 3.51106
Ball_823 Red 3.59864
Ball_824 Red 1.66993
Ball_825 Red 1.09895
Ball_826 Red 1.64592
Ball_827 Red 1.67684
Ball_828 Red 2.15947
Ball_829 Red 3.86194
Ball_830 Red 3.55396
Ball_831 Red 1.64961
Ball_832 Red 3.58549
Ball_833 Red 2.13764
Ball_834 Red 3.3281
Ball_835 Red 3.93691
Ball_836 Red 1.1924
Ball_837 Red 3.20074
Ball_838 Red 3.40041
Ball_839 Red 3.17072
Ball_840 Red 3.01605
Ball_841 Red 3.23993
Ball_842 Red 1.90885
Ball_843 Red 2.47527
Ball_844 Red 3.92268
Ball_845 Red 1.24338
Ball_846 Red 2.00024
Ball_847 Red 2.51859
Ball_848 Red 1.75996
Ball_849 Red 2.91062
Ball_850 Red 3.44737
Ball_851 Red 1.27575
Ball_852 Red 3.37711
Ball_853 Red 2.30331
Ball_854 Red 3.65554
Ball_855 Red 1.96925
Ball_856 Red 1.43386
Ball_857 Red 2.02559
Ball_858 Red 1.61566
Ball_859 Red 1.85937
Ball_860 Red 3.7591
Ball_861 Red 2.46091
Ball_862 Red 3.68576
Ball_863 Red 3.6418
Ball_864 Red 1.85219
Ball_865 Red 3.56342
Ball_866 Red 1.16168
Ball_867 Red 3.65148
Ball_868 Red 3.08963
Ball_869 Red 3.00277
Ball_870 Red 2.2509
Ball_871 Red 1.36724
Ball_872 Red 2.28447
Ball_873 Red 3.77568
Ball_874 Red 3.57276
Ball_875 Red 1.31081
Ball_876 Red 2.89928
Ball_877 Red 1.83941
Ball_878 Red 1.15342
Ball_879 Red 3.84846
Ball_880 Red 1.60139
Ball_881 Red 1.34608
Ball_882 Red 3.69924
Ball_883 Red 3.78517
Ball_884 Red 1.8127
Ball_885 Red 2.66597
Ball_886 Red 2.37533
Ball_887 Red 1.19235
Ball_888 Red 1.62377
Ball_889 Red 2.3128
Ball_890 Red 1.39951
Ball_891 Red 3.39539
Ball_892 Red 2.74325
Ball_893 Red 1.94138
Ball_894 Red 2.67867
Ball_895 Red 3.6527
Ball_896 Red 1.45524
Ball_897 Red 2.60851
Ball_898 Red 3.97702
Ball_899 Red 3.19815
Ball_900 Red 2.75911
Ball_901 Red 1.69508
Ball_902 Red 2.80592
Ball_903 Red 3.28073
Ball_904 Red 2.11347
Ball_905 Red 2.02005
Ball_906 Red 2.89298
Ball_907 Red 2.85437
Ball_908 Red 2.2122
Ball_909 Red 3.71791
Ball_910 Red 2.57662
Ball_911 Red 2.53801
Ball_912 Red 2.79124
Ball_913 Red 2.12454
Ball_914 Red 1.9554
Ball_915 Red 3.48752
Ball_916 Red 2.60884
Ball_917 Red 3.61072
Ball_918 Red 2.57916
Ball_919 Red 1.34414
Ball_920 Red 3.59272
Ball_921 Red 1.34722
Ball_922 Red 3.33582
Ball_923 Red 2.77177
Ball_924 Red 2.66663
Ball_925 Red 1.7481
Ball_926 Red 2.77794
Ball_927 Red 1.97591
Ball_928 Red 1.86965
Ball_929 Red 3.69909
Ball_930 Red 2.1243
Ball_931 Red 3.64256
Ball_932 Red 2.1086
Ball_933 Red 2.81494
Ball_934 Red 1.92308
Ball_935 Red 1.20943
Ball_936 Red 1.96619
Ball_937 Red 2.61769
Ball_938 Red 2.62073
Ball_939 Red 3.08321
Ball_940 Red 1.0391
Ball_941 Red 2.73305
Ball_942 Red 3.68406
Ball_943 Red 2.22722
Ball_944 Red 1.74947
Ball_945 Red 3.48196
Ball_946 Red 2.3822
Ball_947 Red 2.51135
Ball_948 Red 1.44452
Ball_949 Red 2.51328
Ball_950 Red 3.94349
Ball_951 Red 2.53307
Ball_952 Red 2.7316
Ball_953 Red 3.00226
Ball_954 Red 3.0902
Ball_955 Red 3.9521
Ball_956 Red 1.65421
Ball_957 Red 3.29305
Ball_958 Red 3.69448
Ball_959 Red 2.79048
Ball_960 Red 3.05969
Ball_961 Red 1.15265
Ball_962 Red 1.96908
Ball_963 Red 3.32705
Ball_964 Red 1.92293
Ball_965 Red 1.46183
Ball_966 Red 2.56337
Ball_967 Red 3.66948
Ball_968 Red 2.67969
Ball_969 Red 1.28984
Ball_970 Red 1.67302
Ball_971 Red 3.92619
Ball_972 Red 3.69852
Ball_973 Red 1.53055
Ball_974 Red 1.35628
Ball_975 Red 2.85096
Ball_976 Red 1.82152
Ball_977 Red 3.45553
Ball_978 Red 2.88098
Ball_979 Red 3.32066
Ball_980 Red 2.16574
Ball_981 Red 2.0052
Ball_982 Red 1.89672
Ball_983 Red 3.93794
Ball_984 Red 3.48362
Ball_985 Red 3.28226
Ball_986 Red 1.70488
Ball_987 Red 1.36279
Ball_988 Red 2.11338
Ball_989 Red 1.97377
Ball_990 Red 1.8633
Ball_991 Red 3.20235
Ball_992 Red 3.24256
Ball_993 Red 2.13847
Ball_994 Red 3.6957
