PARTICLE_SIMULATION_DATA_3D
Width: 1000
Height: 1000
Depth: 1000
NumBalls: 1000
Ball_364 Red 2.00657
Ball_365 Red 2.33308
Ball_366 Red 2.31602
Ball_367 Red 2.64559
Ball_368 Red 2.18686
Ball_369 Red 2.76931
Ball_370 Red 2.10644
Ball_371 Red 2.64393
Ball_372 Red 2.09401
Ball_373 Red 2.84556
Ball_374 Red 2.98463
Ball_375 Red 2.49755
Ball_376 Red 2.87406
Ball_377 Red 2.62287
Ball_378 Red 2.66043
Ball_379 Red 2.08823
Ball_380 Red 2.13029
Ball_381 Red 2.15055
Ball_382 Red 2.30803
Ball_383 Red 2.52035
Ball_384 Red 2.53538
Ball_385 Red 2.05696
Ball_386 Red 2.03058
Ball_387 Red 2.50199
Ball_388 Red 2.92246
Ball_389 Red 2.99978
Ball_390 Red 2.0565
Ball_391 Red 2.76518
Ball_392 Red 2.25723
Ball_393 Red 2.06271
Ball_394 Red 2.34272
Ball_395 Red 2.68398
Ball_396 Red 2.84708
Ball_397 Red 2.41265
Ball_398 Red 2.45504
Ball_399 Red 2.11139
Ball_400 Red 2.24386
Ball_401 Red 2.22848
Ball_402 Red 2.07875
Ball_403 Red 2.51641
Ball_404 Red 2.36317
Ball_405 Red 2.49951
Ball_406 Red 2.17526
Ball_407 Red 2.11137
Ball_408 Red 2.12488
Ball_409 Red 2.75868
Ball_410 Red 2.99669
Ball_411 Red 2.94057
Ball_412 Red 2.23055
Ball_413 Red 2.04705
Ball_414 Red 2.47659
Ball_415 Red 2.2498
Ball_416 Red 2.44769
Ball_417 Red 2.36907
Ball_418 Red 2.06436
Ball_419 Red 2.41034
Ball_420 Red 2.00545
Ball_421 Red 2.589
Ball_422 Red 2.76858
Ball_423 Red 2.4915
Ball_424 Red 2.40569
Ball_425 Red 2.8707
Ball_426 Red 2.65272
Ball_427 Red 2.31321
Ball_428 Red 2.42019
Ball_429 Red 2.17011
Ball_430 Red 2.06125
Ball_431 Red 2.84986
Ball_432 Red 2.51614
Ball_433 Red 2.4997
Ball_434 Red 2.15519
Ball_435 Red 2.37117
Ball_436 Red 2.05225
Ball_437 Red 2.03739
Ball_438 Red 2.5151
Ball_439 Red 2.7095
Ball_440 Red 2.63509
Ball_441 Red 2.60509
Ball_442 Red 2.24718
Ball_443 Red 2.32971
Ball_444 Red 2.08798
Ball_445 Red 2.01678
Ball_446 Red 2.25875
Ball_447 Red 2.77835
Ball_448 Red 2.07148
Ball_449 Red 2.2257
Ball_450 Red 2.89635
Ball_451 Red 2.73281
Ball_452 Red 2.41837
Ball_453 Red 2.73179
Ball_454 Red 2.11918
Ball_455 Red 2.51712
Ball_456 Red 2.60425
Ball_457 Red 2.5232
Ball_458 Red 2.37635
Ball_459 Red 2.72157
Ball_460 Red 2.99671
Ball_461 Red 2.89884
Ball_462 Red 2.16084
Ball_463 Red 2.50614
Ball_464 Red 2.41092
Ball_465 Red 2.63114
Ball_466 Red 2.28407
Ball_467 Red 2.23211
Ball_468 Red 2.33836
Ball_469 Red 2.29734
Ball_470 Red 2.00167
Ball_471 Red 2.82529
Ball_472 Red 2.25195
Ball_473 Red 2.70991
Ball_474 Red 2.54342
Ball_475 Red 2.87389
Ball_476 Red 2.37672
Ball_477 Red 2.45187
Ball_478 Red 2.25504
Ball_479 Red 2.62802
Ball_480 Red 2.44213
Ball_481 Red 2.91341
Ball_482 Red 2.99803
Ball_483 Red 2.35905
Ball_484 Red 2.51129
Ball_485 Red 2.75038
Ball_486 Red 2.94621
Ball_487 Red 2.10748
Ball_488 Red 2.09172
Ball_489 Red 2.05949
Ball_490 Red 2.31129
Ball_491 Red 2.25283
Ball_492 Red 2.15985
Ball_493 Red 2.91168
Ball_494 Red 2.22226
Ball_495 Red 2.70854
Ball_496 Red 2.03487
Ball_497 Red 2.21695
Ball_498 Red 2.27957
Ball_499 Red 2.05967
Ball_500 Red 2.73395
Ball_501 Blue 2.09998
Ball_502 Blue 2.69604
Ball_503 Blue 2.23191
Ball_504 Blue 2.56348
Ball_505 Blue 2.07825
Ball_506 Blue 2.91127
Ball_507 Blue 2.06668
Ball_508 Blue 2.36319
Ball_509 Blue 2.84211
Ball_510 Blue 2.77187
Ball_511 Blue 2.87911
Ball_512 Blue 2.42391
Ball_513 Blue 2.30051
Ball_514 Blue 2.73218
Ball_515 Blue 2.9808
Ball_516 Blue 2.61303
Ball_517 Blue 2.21227
Ball_518 Blue 2.21598
Ball_519 Blue 2.69763
Ball_520 Blue 2.57479
Ball_521 Blue 2.37566
Ball_522 Blue 2.16339
Ball_523 Blue 2.61481
Ball_524 Blue 2.63363
Ball_525 Blue 2.06148
Ball_526 Blue 2.59855
Ball_527 Blue 2.61285
Ball_528 Blue 2.88963
Ball_529 Blue 2.98028
Ball_530 Blue 2.82133
Ball_531 Blue 2.84992
Ball_532 Blue 2.69621
Ball_533 Blue 2.30584
Ball_534 Blue 2.42717
Ball_535 Blue 2.54706
Ball_536 Blue 2.51997
Ball_537 Blue 2.87855
Ball_538 Blue 2.00783
Ball_539 Blue 2.05128
Ball_540 Blue 2.84536
Ball_541 Blue 2.55389
Ball_542 Blue 2.44278
Ball_543 Blue 2.5592
Ball_544 Blue 2.30011
Ball_545 Blue 2.06933
Ball_546 Blue 2.49956
Ball_547 Blue 2.03251
Ball_548 Blue 2.18797
Ball_549 Blue 2.12384
Ball_550 Blue 2.31058
Ball_551 Blue 2.75439
Ball_552 Blue 2.84679
Ball_553 Blue 2.64812
Ball_554 Blue 2.75107
Ball_555 Blue 2.81064
Ball_556 Blue 2.87082
Ball_557 Blue 2.65688
Ball_558 Blue 2.97239
Ball_559 Blue 2.16162
Ball_560 Blue 2.14094
Ball_561 Blue 2.62886
Ball_562 Blue 2.57184
Ball_563 Blue 2.62541
Ball_564 Blue 2.48058
Ball_565 Blue 2.88884
Ball_566 Blue 2.71097
Ball_567 Blue 2.32519
Ball_568 Blue 2.84242
Ball_569 Blue 2.3711
Ball_570 Blue 2.75914
Ball_571 Blue 2.53374
Ball_572 Blue 2.21771
Ball_573 Blue 2.43823
Ball_574 Blue 2.09734
Ball_575 Blue 2.64413
Ball_576 Blue 2.83537
Ball_577 Blue 2.48021
Ball_578 Blue 2.42455
Ball_579 Blue 2.26511
Ball_580 Blue 2.99841
Ball_581 Blue 2.74733
Ball_582 Blue 2.82462
Ball_583 Blue 2.28009
Ball_584 Blue 2.26969
Ball_585 Blue 2.58912
Ball_586 Blue 2.22322
Ball_587 Blue 2.32338
Ball_588 Blue 2.71465
Ball_589 Blue 2.0137
Ball_590 Blue 2.13079
Ball_591 Blue 2.97483
Ball_592 Blue 2.85247
Ball_593 Blue 2.35963
Ball_594 Blue 2.01123
Ball_595 Blue 2.10182
Ball_596 Blue 2.72328
Ball_597 Blue 2.8939
Ball_598 Blue 2.35556
Ball_599 Blue 2.38346
Ball_600 Blue 2.95768
Ball_601 Blue 2.18998
Ball_602 Blue 2.73527
Ball_603 Blue 2.23635
Ball_604 Blue 2.67483
Ball_605 Blue 2.71745
Ball_606 Blue 2.61245
Ball_607 Blue 2.86186
Ball_608 Blue 2.98288
Ball_609 Blue 2.21707
Ball_610 Blue 2.99586
Ball_611 Blue 2.4174
Ball_612 Blue 2.12959
Ball_613 Blue 2.00579
Ball_614 Blue 2.10719
Ball_615 Blue 2.62611
Ball_616 Blue 2.88616
Ball_617 Blue 2.03896
Ball_618 Blue 2.19091
Ball_619 Blue 2.17624
Ball_620 Blue 2.96636
Ball_621 Blue 2.1471
Ball_622 Blue 2.57569
Ball_623 Blue 2.2046
Ball_624 Blue 2.57611
Ball_625 Blue 2.60728
Ball_626 Blue 2.8034
Ball_627 Blue 2.79529
Ball_628 Blue 2.64748
Ball_629 Blue 2.04721
Ball_630 Blue 2.35034
Ball_631 Blue 2.96385
Ball_632 Blue 2.17236
Ball_633 Blue 2.85826
Ball_634 Blue 2.22099
Ball_635 Blue 2.85323
Ball_636 Blue 2.79888
Ball_637 Blue 2.42088
Ball_638 Blue 2.4258
Ball_639 Blue 2.75159
Ball_640 Blue 2.66066
Ball_641 Blue 2.6554
Ball_642 Blue 2.28222
Ball_643 Blue 2.99818
Ball_644 Blue 2.4078
Ball_645 Blue 2.75374
Ball_646 Blue 2.05232
Ball_647 Blue 2.2611
Ball_648 Blue 2.44846
Ball_649 Blue 2.04672
Ball_650 Blue 2.57315
Ball_651 Blue 2.15623
Ball_652 Blue 2.35214
Ball_653 Blue 2.8677
Ball_654 Blue 2.26967
Ball_655 Blue 2.11194
Ball_656 Blue 2.39285
Ball_657 Blue 2.75683
Ball_658 Blue 2.15486
Ball_659 Blue 2.20638
Ball_660 Blue 2.00025
Ball_661 Blue 2.98021
Ball_662 Blue 2.96084
Ball_663 Blue 2.79501
Ball_664 Blue 2.93996
Ball_665 Blue 2.08386
Ball_666 Blue 2.71783
Ball_667 Blue 2.3557
Ball_668 Blue 2.42071
Ball_669 Blue 2.83912
Ball_670 Blue 2.58535
Ball_671 Blue 2.45855
Ball_672 Blue 2.10025
Ball_673 Blue 2.40564
Ball_674 Blue 2.74717
Ball_675 Blue 2.68541
Ball_676 Blue 2.01279
Ball_677 Blue 2.32076
Ball_678 Blue 2.60502
Ball_679 Blue 2.89309
Ball_680 Blue 2.88381
Ball_681 Blue 2.76379
Ball_682 Blue 2.60349
Ball_683 Blue 2.04143
Ball_684 Blue 2.86583
Ball_685 Blue 2.53802
Ball_686 Blue 2.07122
Ball_687 Blue 2.77863
Ball_688 Blue 2.35869
Ball_689 Blue 2.83382
Ball_690 Blue 2.66436
Ball_691 Blue 2.35136
Ball_692 Blue 2.61111
Ball_693 Blue 2.93016
Ball_694 Blue 2.75152
Ball_695 Blue 2.67104
Ball_696 Blue 2.85296
Ball_697 Blue 2.22968
Ball_698 Blue 2.34923
Ball_699 Blue 2.17865
Ball_700 Blue 2.22314
Ball_701 Blue 2.18566
Ball_702 Blue 2.97487
Ball_703 Blue 2.41844
Ball_704 Blue 2.68619
Ball_705 Blue 2.74526
Ball_706 Blue 2.51012
Ball_707 Blue 2.78073
Ball_708 Blue 2.73519
Ball_709 Blue 2.5682
Ball_710 Blue 2.09629
Ball_711 Blue 2.45474
Ball_712 Blue 2.05191
Ball_713 Blue 2.48367
Ball_714 Blue 2.39739
Ball_715 Blue 2.99583
Ball_716 Blue 2.09473
Ball_717 Blue 2.6311
Ball_718 Blue 2.5789
Ball_719 Blue 2.96097
Ball_720 Blue 2.74088
Ball_721 Blue 2.40878
Ball_722 Blue 2.9629
Ball_723 Blue 2.98522
Ball_724 Blue 2.38579
Ball_725 Blue 2.89868
Ball_726 Blue 2.97677
Ball_727 Blue 2.16646
Ball_728 Blue 2.47144
Ball_729 Blue 2.64187
Ball_730 Blue 2.54768
Ball_731 Blue 2.97041
Ball_732 Blue 2.70727
Ball_733 Blue 2.17198
Ball_734 Blue 2.91019
Ball_735 Blue 2.04978
Ball_736 Blue 2.54466
Ball_737 Blue 2.26384
Ball_738 Blue 2.57795
Ball_739 Blue 2.56499
Ball_740 Blue 2.60959
Ball_741 Blue 2.83583
Ball_742 Blue 2.98778
Ball_743 Blue 2.52283
Ball_744 Blue 2.70911
Ball_745 Blue 2.70523
Ball_746 Blue 2.84837
Ball_747 Blue 2.37662
Ball_748 Blue 2.56066
Ball_749 Blue 2.50501
Ball_750 Blue 2.45179
Ball_751 Blue 2.35887
Ball_752 Blue 2.6132
Ball_753 Blue 2.63368
Ball_754 Blue 2.56499
Ball_755 Blue 2.06766
Ball_756 Blue 2.04211
Ball_757 Blue 2.58479
Ball_758 Blue 2.31409
Ball_759 Blue 2.22918
Ball_760 Blue 2.33321
Ball_761 Blue 2.1514
Ball_762 Blue 2.67196
Ball_763 Blue 2.10556
Ball_764 Blue 2.21232
Ball_765 Blue 2.4842
Ball_766 Blue 2.96109
Ball_767 Blue 2.16474
Ball_768 Blue 2.74872
Ball_769 Blue 2.44527
Ball_770 Blue 2.13129
Ball_771 Blue 2.23897
Ball_772 Blue 2.34318
Ball_773 Blue 2.67189
Ball_774 Blue 2.68994
Ball_775 Blue 2.83917
Ball_776 Blue 2.70317
Ball_777 Blue 2.75143
Ball_778 Blue 2.87705
Ball_779 Blue 2.82995
Ball_780 Blue 2.13579
Ball_781 Blue 2.41577
Ball_782 Blue 2.59156
Ball_783 Blue 2.01746
Ball_784 Blue 2.1852
Ball_785 Blue 2.96129
Ball_786 Blue 2.96789
Ball_787 Blue 2.24307
Ball_788 Blue 2.58274
Ball_789 Blue 2.15733
Ball_790 Blue 2.47821
Ball_791 Blue 2.07821
Ball_792 Blue 2.70849
Ball_793 Blue 2.23016
Ball_794 Blue 2.2133
Ball_795 Blue 2.742
Ball_796 Blue 2.87216
Ball_797 Blue 2.13426
Ball_798 Blue 2.08908
Ball_799 Blue 2.17087
Ball_800 Blue 2.29908
Ball_801 Blue 2.88434
Ball_802 Blue 2.44009
Ball_803 Blue 2.72878
Ball_804 Blue 2.3355
Ball_805 Blue 2.09882
Ball_806 Blue 2.77594
Ball_807 Blue 2.80918
Ball_808 Blue 2.09387
Ball_809 Blue 2.35056
Ball_810 Blue 2.89892
Ball_811 Blue 2.6833
Ball_812 Blue 2.70585
Ball_813 Blue 2.21401
Ball_814 Blue 2.10223
Ball_815 Blue 2.56514
Ball_816 Blue 2.67318
Ball_817 Blue 2.90001
Ball_818 Blue 2.28263
Ball_819 Blue 2.16075
Ball_820 Blue 2.14862
Ball_821 Blue 2.11013
Ball_822 Blue 2.22319
Ball_823 Blue 2.29961
Ball_824 Blue 2.69501
Ball_825 Blue 2.11626
Ball_826 Blue 2.3059
Ball_827 Blue 2.59392
Ball_828 Blue 2.90383
Ball_829 Blue 2.82932
Ball_830 Blue 2.22977
Ball_831 Blue 2.92741
Ball_832 Blue 2.51648
Ball_833 Blue 2.98302
Ball_834 Blue 2.2301
Ball_835 Blue 2.16676
Ball_836 Blue 2.38618
Ball_837 Blue 2.02215
Ball_838 Blue 2.73453
Ball_839 Blue 2.66143
Ball_840 Blue 2.65672
Ball_841 Blue 2.73344
Ball_842 Blue 2.74296
Ball_843 Blue 2.81098
Ball_844 Blue 2.87574
Ball_845 Blue 2.51374
Ball_846 Blue 2.85893
Ball_847 Blue 2.69357
Ball_848 Blue 2.33696
Ball_849 Blue 2.7897
Ball_850 Blue 2.34639
Ball_851 Blue 2.19883
Ball_852 Blue 2.02826
Ball_853 Blue 2.02744
Ball_854 Blue 2.94802
Ball_855 Blue 2.10796
Ball_856 Blue 2.91917
Ball_857 Blue 2.81334
Ball_858 Blue 2.0929
Ball_859 Blue 2.44349
Ball_860 Blue 2.77508
Ball_861 Blue 2.35484
Ball_862 Blue 2.67966
Ball_863 Blue 2.07693
Ball_864 Blue 2.16875
Ball_865 Blue 2.68108
Ball_866 Blue 2.31092
Ball_867 Blue 2.38162
Ball_868 Blue 2.15247
Ball_869 Blue 2.13269
Ball_870 Blue 2.6427
Ball_871 Blue 2.54288
Ball_872 Blue 2.85126
Ball_873 Blue 2.16752
Ball_874 Blue 2.25954
Ball_875 Blue 2.84353
Ball_876 Blue 2.29172
Ball_877 Blue 2.44648
Ball_878 Blue 2.21502
Ball_879 Blue 2.70755
Ball_880 Blue 2.95545
Ball_881 Blue 2.73009
Ball_882 Blue 2.57496
Ball_883 Blue 2.87544
Ball_884 Blue 2.06858
Ball_885 Blue 2.53696
Ball_886 Blue 2.25149
Ball_887 Blue 2.90144
Ball_888 Blue 2.30958
Ball_889 Blue 2.39384
Ball_890 Blue 2.62481
Ball_891 Blue 2.20426
Ball_892 Blue 2.48647
Ball_893 Blue 2.7501
Ball_894 Blue 2.78932
Ball_895 Blue 2.77625
Ball_896 Blue 2.31772
Ball_897 Blue 2.4196
Ball_898 Blue 2.15022
Ball_899 Blue 2.46664
Ball_900 Blue 2.25297
Ball_901 Blue 2.58535
Ball_902 Blue 2.65705
Ball_903 Blue 2.92658
Ball_904 Blue 2.20662
Ball_905 Blue 2.9076
Ball_906 Blue 2.0126
Ball_907 Blue 2.35866
Ball_908 Blue 2.77664
Ball_909 Blue 2.64398
Ball_910 Blue 2.17846
Ball_911 Blue 2.52644
Ball_912 Blue 2.23273
Ball_913 Blue 2.09719
Ball_914 Blue 2.50535
Ball_915 Blue 2.95108
Ball_916 Blue 2.84871
Ball_917 Blue 2.61129
Ball_918 Blue 2.36244
Ball_919 Blue 2.99037
Ball_920 Blue 2.88348
Ball_921 Blue 2.31484
Ball_922 Blue 2.943
Ball_923 Blue 2.45053
Ball_924 Blue 2.39424
Ball_925 Blue 2.75768
Ball_926 Blue 2.85248
Ball_927 Blue 2.13328
Ball_928 Blue 2.9982
Ball_929 Blue 2.71036
Ball_930 Blue 2.39772
Ball_931 Blue 2.95938
Ball_932 Blue 2.93461
Ball_933 Blue 2.64219
Ball_934 Blue 2.48546
Ball_935 Blue 2.19261
Ball_936 Blue 2.15722
Ball_937 Blue 2.68027
Ball_938 Blue 2.09066
Ball_939 Blue 2.46997
Ball_940 Blue 2.0479
Ball_941 Blue 2.23744
Ball_942 Blue 2.24447
Ball_943 Blue 2.48233
Ball_944 Blue 2.89115
Ball_945 Blue 2.0372
Ball_946 Blue 2.65519
Ball_947 Blue 2.89844
Ball_948 Blue 2.71559
Ball_949 Blue 2.93156
Ball_950 Blue 2.56923
Ball_951 Blue 2.04737
Ball_952 Blue 2.37456
Ball_953 Blue 2.28054
Ball_954 Blue 2.37272
Ball_955 Blue 2.77465
Ball_956 Blue 2.92868
Ball_957 Blue 2.15873
Ball_958 Blue 2.98776
Ball_959 Blue 2.28559
Ball_960 Blue 2.01729
